Capacity of Flows : ,23988
Size of IBLT : ,31064
Number of BF Hash Functions : ,7,Size of BF : ,229929
Epoch name,noOfMalFlows,totalBenignFlows,all_decodable_count,all_decodable_percent,all_undecodable_count,all_undecodable_percent,benign_decodable_count,benign_decodable_percent,benign_undecodable_count,benign_undecodable_percent,purecell_ben_collision,purecell_mal_collision,purecell_all_collision,completely_colliding_flows,completely_colliding_mal_flows,completely_colliding_ben_flows,non_colliding_flows,non_colliding_mal_flows,non_colliding_ben_flows,collisions_by_benignflows,collisions_by_maliciousflows,collisions_by_allflows,cells_occupied_epochend,cells_occupied_epochend_percent,cells_occupied_decodeend,cells_occupied_decodeend_percent,purecell_count_before_decode,purecell_count_after_decode,no_of_benign_flows_classified_as_old,no_of_benign_flows_classified_as_new,no_of_malicious_flows_classified_as_old,no_of_malicious_flows_classified_as_new,total_flows_classified_as_old,total_flows_classified_as_new,catergory_of_flows,Pollution ?,pre_mit_decodable,pre_mit_undecodable,pre_mit_decodable_percent,pre_mit_undecodable_percent,NumberofSampledFlows,Sampled Flows after nonMitigated SD,Flows used for mitigation
_00166_20180315130146,1582,15822,17400,99.97701677775224,4,0.022983222247759134,15818,99.9747187460498,4,0.025281253950195932,18272,1887,20159,4253,319,3934,1914,209,1705,38337,3581,41918,27682,89.11279938192119,0,0.0,7523,0,4,15818,0,1582,4,17400,DROP,No,0,0,0.0,0.0,0,0,0
_00031_20180315130108,2412,24127,26485,99.79652586759109,54,0.20347413240890763,24075,99.78447382600406,52,0.21552617399593815,24170,2423,26593,11326,933,10393,1942,204,1738,69208,6619,75827,30113,96.93857841874839,0,0.0,3520,0,52,24075,2,2410,54,26485,SPIKE,No,14026,12513,52.85052187346923,47.14947812653077,3697,2899,1749
_00107_20180315130129,2381,23815,26131,99.75187051458238,65,0.248129485417621,23754,99.74385891245014,61,0.25614108754986353,23968,2435,26403,10962,909,10053,1939,189,1750,67978,6550,74528,29996,96.56193664692249,0,0.0,3593,0,61,23754,4,2377,65,26131,NORMAL,No,13822,12374,52.76378072988243,47.23621927011757,3343,2583,1539
_00188_20180315130152,2345,23455,25738,99.75968992248062,62,0.24031007751937986,23396,99.74845448731614,59,0.2515455126838627,23650,2478,26128,10599,942,9657,1891,174,1717,66443,6591,73034,29918,96.31084213237187,0,0.0,3790,0,59,23396,3,2342,62,25738,NORMAL,No,13767,12033,53.360465116279066,46.63953488372093,2950,2216,1188
_00133_20180315130137,2389,23890,26213,99.74884889074926,66,0.25115110925073253,23826,99.73210548346589,64,0.26789451653411467,23854,2529,26383,11114,891,10223,1978,177,1801,68260,6617,74877,29975,96.4943342776204,0,0.0,3592,0,64,23826,2,2387,66,26213,NORMAL,No,13321,12958,50.69066555043952,49.30933444956049,3425,2673,1558
_00170_20180315130147,2376,23769,26071,99.71696309045707,74,0.28303690954293365,23698,99.70129159830032,71,0.29870840169969287,23744,2567,26311,10863,880,9983,1932,185,1747,67691,6604,74295,29989,96.53940252382178,0,0.0,3678,0,71,23698,3,2373,74,26071,NORMAL,No,13426,12719,51.352074966532804,48.6479250334672,3283,2484,1446
_00179_20180315130150,2354,23542,25832,99.75285758418289,64,0.2471424158171146,23483,99.74938407951745,59,0.25061592048254183,23711,2490,26201,10708,874,9834,1935,214,1721,66949,6370,73319,30009,96.60378573268092,0,0.0,3808,0,59,23483,5,2349,64,25832,NORMAL,No,13350,12546,51.552363299351256,48.44763670064875,3044,2257,1227
_00117_20180315130132,2364,23643,25952,99.78851847579497,55,0.2114815242050217,23594,99.79275049697584,49,0.2072495030241509,23874,2458,26332,10777,882,9895,1917,204,1713,67307,6503,73810,29998,96.5683749678084,0,0.0,3666,0,49,23594,6,2358,55,25952,NORMAL,No,13711,12296,52.720421425000964,47.279578574999036,3164,2392,1280
_00177_20180315130149,2347,23479,25764,99.7599318516224,62,0.24006814837760396,23422,99.75722986498573,57,0.24277013501426808,23761,2537,26298,10676,881,9795,1915,200,1715,66628,6447,73075,29981,96.51364924027813,0,0.0,3683,0,57,23422,5,2342,62,25764,NORMAL,No,13389,12437,51.8431038488345,48.15689615116549,2976,2207,1092
_00093_20180315130126,2376,23768,26076,99.73990208078335,68,0.26009791921664627,23704,99.7307303938068,64,0.26926960619320095,23846,2534,26380,10945,881,10064,1924,177,1747,67802,6560,74362,29942,96.38810198300283,0,0.0,3562,0,64,23704,4,2372,68,26076,NORMAL,No,13041,13103,49.88142594859241,50.11857405140759,3288,2524,1503
