Capacity of Flows : ,24800
Size of IBLT : ,32116
Number of BF Hash Functions : ,7,Size of BF : ,237713
Epoch name,noOfMalFlows,totalBenignFlows,all_decodable_count,all_decodable_percent,all_undecodable_count,all_undecodable_percent,benign_decodable_count,benign_decodable_percent,benign_undecodable_count,benign_undecodable_percent,purecell_ben_collision,purecell_mal_collision,purecell_all_collision,completely_colliding_flows,completely_colliding_mal_flows,completely_colliding_ben_flows,non_colliding_flows,non_colliding_mal_flows,non_colliding_ben_flows,collisions_by_benignflows,collisions_by_maliciousflows,collisions_by_allflows,cells_occupied_epochend,cells_occupied_epochend_percent,cells_occupied_decodeend,cells_occupied_decodeend_percent,purecell_count_before_decode,purecell_count_after_decode,no_of_benign_flows_classified_as_old,no_of_benign_flows_classified_as_new,no_of_malicious_flows_classified_as_old,no_of_malicious_flows_classified_as_new,total_flows_classified_as_old,total_flows_classified_as_new,catergory_of_flows,Pollution ?,pre_mit_decodable,pre_mit_undecodable,pre_mit_decodable_percent,pre_mit_undecodable_percent,NumberofSampledFlows,Sampled Flows after nonMitigated SD,Flows used for mitigation
_00201_20180315130156,238,23862,24066,99.85892116182573,34,0.14107883817427386,23828,99.85751403905792,34,0.14248596094208363,25546,132,25678,8926,0,8926,2033,135,1898,65688,145,65833,30431,94.75339394694234,0,0.0,4753,0,34,23828,0,238,34,24066,NORMAL,No,0,0,0.0,0.0,506,0,0
_00085_20180315130123,240,24058,24263,99.85595522265207,35,0.14404477734792986,24023,99.85451824756838,35,0.1454817524316236,25660,101,25761,9123,0,9123,2007,137,1870,66457,116,66573,30479,94.90285216091667,0,0.0,4718,0,35,24023,0,240,35,24263,NORMAL,No,0,0,0.0,0.0,703,0,0
_00104_20180315130129,234,23450,23648,99.84799864887688,36,0.1520013511231211,23414,99.84648187633263,36,0.15351812366737738,25291,126,25417,8535,1,8534,1997,129,1868,64154,135,64289,30303,94.35483870967742,0,0.0,4886,0,36,23414,0,234,36,23648,NORMAL,No,0,0,0.0,0.0,88,0,0
_00206_20180315130157,238,23810,24010,99.84198270126414,38,0.1580172987358616,23772,99.84040319193616,38,0.15959680806383872,25581,110,25691,8794,0,8794,1994,145,1849,65453,120,65573,30467,94.86548760742309,0,0.0,4776,0,38,23772,0,238,38,24010,NORMAL,No,0,0,0.0,0.0,450,0,0
_00008_20180315130102,236,23678,23889,99.89545872710546,25,0.10454127289453877,23653,99.89441675817214,25,0.10558324182785708,25411,132,25543,8729,0,8729,1995,122,1873,65021,151,65172,30384,94.60704944575913,0,0.0,4841,0,25,23653,0,236,25,23889,NORMAL,No,0,0,0.0,0.0,329,0,0
_00059_20180315130116,237,23782,23986,99.86260876805862,33,0.13739123194137975,23749,99.86123959296947,33,0.13876040703052728,25515,135,25650,8892,0,8892,2004,133,1871,65435,144,65579,30365,94.54788890272762,0,0.0,4715,0,33,23749,0,237,33,23986,NORMAL,No,0,0,0.0,0.0,426,0,0
_00038_20180315130110,240,24045,24240,99.81470043236565,45,0.1852995676343422,24000,99.81285090455397,45,0.18714909544603867,25679,126,25805,9020,0,9020,1964,133,1831,66343,136,66479,30481,94.90907958649895,0,0.0,4676,0,45,24000,0,240,45,24240,NORMAL,No,0,0,0.0,0.0,680,0,0
_00068_20180315130119,241,24115,24324,99.86861553621284,32,0.13138446378715718,24083,99.86730250881195,32,0.1326974911880572,25720,124,25844,9103,1,9102,2001,139,1862,66614,136,66750,30546,95.11147091792253,0,0.0,4702,0,32,24083,0,241,32,24324,NORMAL,No,0,0,0.0,0.0,764,0,0
_00073_20180315130120,240,24007,24209,99.8432795809791,38,0.1567204190209098,23969,99.84171283375683,38,0.15828716624317907,25681,118,25799,9087,0,9087,2061,137,1924,66218,139,66357,30479,94.90285216091667,0,0.0,4680,0,38,23969,0,240,38,24209,NORMAL,No,0,0,0.0,0.0,649,0,0
_00035_20180315130109,240,24027,24235,99.86813367948243,32,0.1318663205175753,23995,99.86681649810629,32,0.13318350189370293,25728,136,25864,9050,0,9050,2012,132,1880,66240,146,66386,30554,95.13638062025159,0,0.0,4690,0,32,23995,0,240,32,24235,NORMAL,No,0,0,0.0,0.0,675,0,0
_00022_20180315130106,242,24283,24481,99.82059123343528,44,0.17940876656472987,24239,99.81880327801342,44,0.18119672198657497,25756,134,25890,9244,1,9243,1975,134,1841,67255,146,67401,30523,95.03985552372649,0,0.0,4633,0,44,24239,0,242,44,24481,NORMAL,No,0,0,0.0,0.0,921,0,0
_00030_20180315130108,242,24265,24467,99.8367813277839,40,0.1632186722161015,24225,99.83515351329075,40,0.164846486709252,25821,140,25961,9255,0,9255,2006,134,1872,67218,153,67371,30497,94.95889899115706,0,0.0,4536,0,40,24225,0,242,40,24467,NORMAL,No,0,0,0.0,0.0,907,0,0
_00167_20180315130146,240,24015,24223,99.86806843949701,32,0.13193156050298907,23983,99.8667499479492,32,0.13325005205080157,25747,121,25868,8978,0,8978,2028,135,1893,66242,135,66377,30515,95.01494582139743,0,0.0,4647,0,32,23983,0,240,32,24223,NORMAL,No,0,0,0.0,0.0,663,0,0
_00136_20180315130138,237,23762,23962,99.84582690945456,37,0.1541730905454394,23725,99.84428920124569,37,0.1557107987543136,25512,102,25614,8776,0,8776,1964,142,1822,65314,115,65429,30419,94.71602939344875,0,0.0,4805,0,37,23725,0,237,37,23962,NORMAL,No,0,0,0.0,0.0,402,0,0
_00103_20180315130128,238,23891,24106,99.90467901695055,23,0.09532098304944259,23868,99.90372943786363,23,0.09627056213636935,25601,109,25710,8966,1,8965,1956,142,1814,65938,123,66061,30363,94.54166147714534,0,0.0,4653,0,23,23868,0,238,23,24106,NORMAL,No,0,0,0.0,0.0,546,0,0
_00177_20180315130149,234,23479,23681,99.86505292455615,32,0.13494707544384937,23447,99.86370799437796,32,0.13629200562204521,25386,111,25497,8605,1,8604,1990,138,1852,64169,123,64292,30432,94.75650765973347,0,0.0,4935,0,32,23447,0,234,32,23681,NORMAL,No,0,0,0.0,0.0,121,0,0
_00119_20180315130133,238,23805,24007,99.85026826935075,36,0.14973173064925344,23769,99.84877126654065,36,0.15122873345935728,25639,110,25749,8837,0,8837,1971,133,1838,65438,127,65565,30463,94.85303275625856,0,0.0,4714,0,36,23769,0,238,36,24007,NORMAL,No,0,0,0.0,0.0,447,0,0
_00067_20180315130118,242,24290,24486,99.81248980922877,46,0.18751019077123757,24244,99.81062165500207,46,0.18937834499794154,25760,123,25883,9223,0,9223,1960,135,1825,67306,134,67440,30504,94.98069498069498,0,0.0,4621,0,46,24244,0,242,46,24486,NORMAL,No,0,0,0.0,0.0,926,0,0
_00092_20180315130125,239,23900,24112,99.88814781059696,27,0.11185218940304072,23873,99.88702928870293,27,0.11297071129707113,25568,126,25694,8887,0,8887,1958,127,1831,65830,140,65970,30478,94.89973844812555,0,0.0,4784,0,27,23873,0,239,27,24112,NORMAL,No,0,0,0.0,0.0,552,0,0
_00142_20180315130139,239,23991,24202,99.88444077589764,28,0.11555922410235245,23963,99.88328956692094,28,0.11671043307907132,25618,140,25758,8966,0,8966,1981,123,1858,66198,159,66357,30451,94.81566820276498,0,0.0,4693,0,28,23963,0,239,28,24202,NORMAL,No,0,0,0.0,0.0,642,0,0
