Capacity of Flows : ,24800
Size of IBLT : ,32116
Number of BF Hash Functions : ,7,Size of BF : ,237713
Epoch name,noOfMalFlows,totalBenignFlows,all_decodable_count,all_decodable_percent,all_undecodable_count,all_undecodable_percent,benign_decodable_count,benign_decodable_percent,benign_undecodable_count,benign_undecodable_percent,purecell_ben_collision,purecell_mal_collision,purecell_all_collision,completely_colliding_flows,completely_colliding_mal_flows,completely_colliding_ben_flows,non_colliding_flows,non_colliding_mal_flows,non_colliding_ben_flows,collisions_by_benignflows,collisions_by_maliciousflows,collisions_by_allflows,cells_occupied_epochend,cells_occupied_epochend_percent,cells_occupied_decodeend,cells_occupied_decodeend_percent,purecell_count_before_decode,purecell_count_after_decode,no_of_benign_flows_classified_as_old,no_of_benign_flows_classified_as_new,no_of_malicious_flows_classified_as_old,no_of_malicious_flows_classified_as_new,total_flows_classified_as_old,total_flows_classified_as_new,catergory_of_flows,Pollution ?,pre_mit_decodable,pre_mit_undecodable,pre_mit_decodable_percent,pre_mit_undecodable_percent,NumberofSampledFlows,Sampled Flows after nonMitigated SD,Flows used for mitigation
_00111_20180315130131,0,23913,23879,99.85781792330532,34,0.1421820766946849,23879,99.85781792330532,34,0.1421820766946849,25525,0,25525,8712,0,8712,2009,0,2009,65067,0,65067,30449,94.8094407771827,0,0.0,4924,0,34,23879,0,0,34,23879,NORMAL,No,0,0,0.0,0.0,319,0,0
_00188_20180315130152,0,23455,23424,99.86783201875933,31,0.13216798124067364,23424,99.86783201875933,31,0.13216798124067364,25445,0,25445,8413,0,8413,2099,0,2099,63298,0,63298,30398,94.65064142483497,0,0.0,4953,0,31,23424,0,0,31,23424,NORMAL,No,0,0,0.0,0.0,0,0,0
_00029_20180315130108,0,24173,24142,99.87175774624582,31,0.12824225375418857,24142,99.87175774624582,31,0.12824225375418857,25708,0,25708,8973,0,8973,2048,0,2048,66095,0,66095,30473,94.88416988416989,0,0.0,4765,0,31,24142,0,0,31,24142,NORMAL,No,0,0,0.0,0.0,582,0,0
_00018_20180315130105,0,24192,24163,99.88012566137566,29,0.11987433862433862,24163,99.88012566137566,29,0.11987433862433862,25728,0,25728,8924,0,8924,2037,0,2037,66135,0,66135,30517,95.0211732469797,0,0.0,4789,0,29,24163,0,0,29,24163,NORMAL,No,0,0,0.0,0.0,603,0,0
_00179_20180315130150,0,23542,23505,99.84283408376518,37,0.15716591623481438,23505,99.84283408376518,37,0.15716591623481438,25355,0,25355,8445,0,8445,1975,0,1975,63667,0,63667,30353,94.51052434923403,0,0.0,4998,0,37,23505,0,0,37,23505,NORMAL,No,0,0,0.0,0.0,0,0,0
_00191_20180315130153,0,23389,23352,99.84180597716875,37,0.15819402283124548,23352,99.84180597716875,37,0.15819402283124548,25284,0,25284,8405,0,8405,2028,0,2028,63105,0,63105,30303,94.35483870967742,0,0.0,5019,0,37,23352,0,0,37,23352,NORMAL,No,0,0,0.0,0.0,0,0,0
_00075_20180315130121,0,23994,23956,99.84162707343502,38,0.15837292656497456,23956,99.84162707343502,38,0.15837292656497456,25688,0,25688,8871,0,8871,2021,0,2021,65387,0,65387,30437,94.77207622368913,0,0.0,4749,0,38,23956,0,0,38,23956,NORMAL,No,0,0,0.0,0.0,396,0,0
_00091_20180315130125,0,23444,23418,99.88909742364784,26,0.11090257635215835,23418,99.88909742364784,26,0.11090257635215835,25247,0,25247,8382,0,8382,1999,0,1999,63237,0,63237,30435,94.76584879810687,0,0.0,5188,0,26,23418,0,0,26,23418,NORMAL,No,0,0,0.0,0.0,0,0,0
_00156_20180315130143,0,23607,23574,99.86021095437793,33,0.13978904562206124,23574,99.86021095437793,33,0.13978904562206124,25364,0,25364,8475,0,8475,2000,0,2000,63867,0,63867,30429,94.74716652136007,0,0.0,5065,0,33,23574,0,0,33,23574,NORMAL,No,0,0,0.0,0.0,14,0,0
_00072_20180315130120,0,23888,23852,99.84929671801741,36,0.1507032819825854,23852,99.84929671801741,36,0.1507032819825854,25441,0,25441,8774,0,8774,2018,0,2018,64967,0,64967,30441,94.78453107485365,0,0.0,5000,0,36,23852,0,0,36,23852,NORMAL,No,0,0,0.0,0.0,292,0,0
_00131_20180315130136,0,23973,23929,99.8164601843741,44,0.18353981562591248,23929,99.8164601843741,44,0.18353981562591248,25487,0,25487,8819,0,8819,2001,0,2001,65289,0,65289,30427,94.7409390957778,0,0.0,4940,0,44,23929,0,0,44,23929,NORMAL,No,0,0,0.0,0.0,369,0,0
_00148_20180315130141,0,23794,23760,99.85710683365554,34,0.1428931663444566,23760,99.85710683365554,34,0.1428931663444566,25617,0,25617,8668,0,8668,1972,0,1972,64603,0,64603,30437,94.77207622368913,0,0.0,4820,0,34,23760,0,0,34,23760,NORMAL,No,0,0,0.0,0.0,200,0,0
_00157_20180315130143,0,23712,23686,99.89035087719299,26,0.10964912280701754,23686,99.89035087719299,26,0.10964912280701754,25476,0,25476,8521,0,8521,1995,0,1995,64297,0,64297,30447,94.80321335160045,0,0.0,4971,0,26,23686,0,0,26,23686,NORMAL,No,0,0,0.0,0.0,126,0,0
_00096_20180315130126,0,7654,7654,100.0,0,0.0,7654,100.0,0,0.0,7886,0,7886,288,0,288,1968,0,1968,10744,0,10744,19872,61.875700585378,0,0.0,11986,0,0,7654,0,0,0,7654,DROP,No,0,0,0.0,0.0,0,0,0
_00077_20180315130121,0,23849,23816,99.86162941842426,33,0.13837058157574741,23816,99.86162941842426,33,0.13837058157574741,25536,0,25536,8593,0,8593,1995,0,1995,64766,0,64766,30498,94.96201270394819,0,0.0,4962,0,33,23816,0,0,33,23816,NORMAL,No,0,0,0.0,0.0,256,0,0
_00003_20180315130100,0,23858,23826,99.86587308240422,32,0.134126917595775,23826,99.86587308240422,32,0.134126917595775,25466,0,25466,8707,0,8707,1983,0,1983,64888,0,64888,30416,94.70668825507535,0,0.0,4950,0,32,23826,0,0,32,23826,NORMAL,No,0,0,0.0,0.0,266,0,0
_00071_20180315130119,0,24263,24219,99.81865391748754,44,0.18134608251246753,24219,99.81865391748754,44,0.18134608251246753,25752,0,25752,8983,0,8983,2002,0,2002,66338,0,66338,30538,95.08656121559348,0,0.0,4786,0,44,24219,0,0,44,24219,NORMAL,No,0,0,0.0,0.0,659,0,0
_00099_20180315130127,0,24031,23985,99.80858058341309,46,0.1914194165869086,23985,99.80858058341309,46,0.1914194165869086,25636,0,25636,8786,0,8786,2003,0,2003,65484,0,65484,30456,94.83123676672064,0,0.0,4820,0,46,23985,0,0,46,23985,NORMAL,No,0,0,0.0,0.0,425,0,0
_00037_20180315130110,0,24247,24214,99.863900688745,33,0.13609931125500063,24214,99.863900688745,33,0.13609931125500063,25748,0,25748,9031,0,9031,2016,0,2016,66341,0,66341,30515,95.01494582139743,0,0.0,4767,0,33,24214,0,0,33,24214,NORMAL,No,0,0,0.0,0.0,654,0,0
