Capacity of Flows : ,23988
Size of IBLT : ,31064
Number of BF Hash Functions : ,7,Size of BF : ,229929
Epoch name,noOfMalFlows,totalBenignFlows,all_decodable_count,all_decodable_percent,all_undecodable_count,all_undecodable_percent,benign_decodable_count,benign_decodable_percent,benign_undecodable_count,benign_undecodable_percent,purecell_ben_collision,purecell_mal_collision,purecell_all_collision,completely_colliding_flows,completely_colliding_mal_flows,completely_colliding_ben_flows,non_colliding_flows,non_colliding_mal_flows,non_colliding_ben_flows,collisions_by_benignflows,collisions_by_maliciousflows,collisions_by_allflows,cells_occupied_epochend,cells_occupied_epochend_percent,cells_occupied_decodeend,cells_occupied_decodeend_percent,purecell_count_before_decode,purecell_count_after_decode,no_of_benign_flows_classified_as_old,no_of_benign_flows_classified_as_new,no_of_malicious_flows_classified_as_old,no_of_malicious_flows_classified_as_new,total_flows_classified_as_old,total_flows_classified_as_new,catergory_of_flows,Pollution ?,pre_mit_decodable,pre_mit_undecodable,pre_mit_decodable_percent,pre_mit_undecodable_percent,NumberofSampledFlows,Sampled Flows after nonMitigated SD,Flows used for mitigation
_00179_20180315130150,4,23542,23522,99.89807185933917,24,0.10192814066083411,23518,99.89805454082065,24,0.10194545917933905,24963,0,24963,8776,0,8776,1929,4,1925,64480,0,64480,29608,95.31290239505536,0,0.0,4645,0,24,23518,0,4,24,23522,NORMAL,No,0,0,0.0,0.0,8776,0,0
_00003_20180315130100,4,23858,23826,99.84913251194368,36,0.15086748805632386,23822,99.84910721770476,36,0.15089278229524689,25219,0,25219,8981,0,8981,1910,4,1906,65657,0,65657,29647,95.43844965233068,0,0.0,4428,0,36,23822,0,4,36,23826,NORMAL,No,0,0,0.0,0.0,8981,0,0
_00036_20180315130110,4,23864,23828,99.83241159711747,40,0.16758840288252053,23824,99.83238350653704,40,0.16761649346295676,25223,1,25224,8981,0,8981,1940,3,1937,65676,1,65677,29635,95.39981972701518,0,0.0,4411,0,40,23824,0,4,40,23828,NORMAL,No,0,0,0.0,0.0,8981,0,0
_00158_20180315130144,4,23698,23669,99.86077124293308,33,0.13922875706691418,23665,99.86074774242553,33,0.13925225757447887,25067,0,25067,8947,0,8947,1980,4,1976,65135,0,65135,29541,95.0972186453773,0,0.0,4474,0,33,23665,0,4,33,23669,NORMAL,No,0,0,0.0,0.0,8947,0,0
_00109_20180315130130,4,23841,23808,99.84483120150975,37,0.15516879849024953,23804,99.84480516756847,37,0.15519483243152551,25114,0,25114,9047,0,9047,1935,4,1931,65596,0,65596,29636,95.40303888745815,0,0.0,4522,0,37,23804,0,4,37,23808,NORMAL,No,0,0,0.0,0.0,9047,0,0
_00164_20180315130145,4,23953,23928,99.87894978503151,29,0.1210502149684852,23924,99.87892957040872,29,0.12107042959128293,25145,0,25145,9183,0,9183,1959,4,1955,66118,0,66118,29594,95.26783414885398,0,0.0,4449,0,29,23924,0,4,29,23928,NORMAL,No,11095,12862,46.312142588804946,53.68785741119506,9183,6740,22
_00145_20180315130140,4,23753,23719,99.84004714399967,38,0.15995285600033674,23715,99.84002020797374,38,0.15997979202627038,25072,0,25072,8931,0,8931,1924,4,1920,65204,0,65204,29672,95.51892866340458,0,0.0,4600,0,38,23715,0,4,38,23719,NORMAL,No,0,0,0.0,0.0,8931,0,0
_00197_20180315130155,4,23665,23626,99.8183277705015,43,0.18167222949850015,23622,99.81829706317346,43,0.1817029368265371,25060,0,25060,8839,0,8839,1928,4,1924,64925,0,64925,29579,95.21954674220963,0,0.0,4519,0,43,23622,0,4,43,23626,NORMAL,No,0,0,0.0,0.0,8839,0,0
_00168_20180315130147,4,24219,24184,99.83899599554142,39,0.16100400445857244,24180,99.8389694041868,39,0.1610305958132045,25426,0,25426,9303,0,9303,1907,4,1903,67011,0,67011,29725,95.68954416688128,0,0.0,4299,0,39,24180,0,4,39,24184,SPIKE,No,11275,12948,46.54667051975395,53.45332948024605,9303,7272,247
_00015_20180315130104,4,24315,24276,99.82318351905917,43,0.17681648094082816,24272,99.82315443142093,43,0.17684556857906641,25344,0,25344,9418,0,9418,1965,4,1961,67390,0,67390,29714,95.65413340200875,0,0.0,4370,0,43,24272,0,4,43,24276,SPIKE,No,11839,12480,48.68210041531313,51.31789958468686,9418,7278,197
