Capacity of Flows : ,23988
Size of IBLT : ,31064
Number of BF Hash Functions : ,7,Size of BF : ,229929
Epoch name,noOfMalFlows,totalBenignFlows,all_decodable_count,all_decodable_percent,all_undecodable_count,all_undecodable_percent,benign_decodable_count,benign_decodable_percent,benign_undecodable_count,benign_undecodable_percent,purecell_ben_collision,purecell_mal_collision,purecell_all_collision,completely_colliding_flows,completely_colliding_mal_flows,completely_colliding_ben_flows,non_colliding_flows,non_colliding_mal_flows,non_colliding_ben_flows,collisions_by_benignflows,collisions_by_maliciousflows,collisions_by_allflows,cells_occupied_epochend,cells_occupied_epochend_percent,cells_occupied_decodeend,cells_occupied_decodeend_percent,purecell_count_before_decode,purecell_count_after_decode,no_of_benign_flows_classified_as_old,no_of_benign_flows_classified_as_new,no_of_malicious_flows_classified_as_old,no_of_malicious_flows_classified_as_new,total_flows_classified_as_old,total_flows_classified_as_new,catergory_of_flows,Pollution ?,pre_mit_decodable,pre_mit_undecodable,pre_mit_decodable_percent,pre_mit_undecodable_percent,NumberofSampledFlows,Sampled Flows after nonMitigated SD,Flows used for mitigation
_00214_20180315130159,441,8836,9277,100.0,0,0.0,8836,100.0,0,0.0,10140,320,10460,634,2,632,1896,181,1715,15132,393,15525,21583,69.47913984032964,0,0.0,11123,0,0,8836,0,441,0,9277,DROP,No,0,0,0.0,0.0,0,0,0
_00040_20180315130111,1201,24022,25174,99.80573286286327,49,0.19426713713674026,23973,99.79602031471153,49,0.20397968528848556,24441,1464,25905,10150,143,10007,1903,191,1712,68518,2357,70875,29821,95.9985835694051,0,0.0,3916,0,49,23973,0,1201,49,25174,SPIKE,No,12255,12968,48.58660746144392,51.41339253855608,2386,1711,817
_00153_20180315130142,1190,23810,24938,99.752,62,0.248,23748,99.73960520789585,62,0.2603947921041579,24343,1397,25740,10021,154,9867,1971,192,1779,67610,2333,69943,29809,95.95995364408962,0,0.0,4069,0,62,23748,0,1190,62,24938,NORMAL,No,12707,12293,50.827999999999996,49.172,2150,1506,596
_00105_20180315130129,1184,23696,24832,99.80707395498392,48,0.19292604501607716,23648,99.79743416610398,48,0.2025658338960162,24218,1426,25644,9858,151,9707,1949,185,1764,67127,2392,69519,29809,95.95995364408962,0,0.0,4165,0,48,23648,0,1184,48,24832,NORMAL,No,11945,12935,48.010450160771704,51.9895498392283,2044,1357,528
_00079_20180315130122,1198,23961,25118,99.83703644818952,41,0.16296355181048533,23920,99.82888861065898,41,0.17111138934101247,24444,1459,25903,10121,140,9981,1932,173,1759,68212,2398,70610,29862,96.13056914756632,0,0.0,3959,0,41,23920,0,1198,41,25118,NORMAL,No,12623,12536,50.17290035375015,49.82709964624985,2330,1672,675
_00192_20180315130153,1193,23873,25030,99.8563791590202,36,0.14362084097981329,23837,99.84920202739497,36,0.150797972605035,24474,1424,25898,9992,146,9846,1966,200,1766,67925,2322,70247,29873,96.16597991243884,0,0.0,3975,0,36,23837,0,1193,36,25030,NORMAL,No,12461,12605,49.71275831804037,50.28724168195963,2242,1560,672
_00076_20180315130121,1196,23931,25084,99.82886934373383,43,0.17113065626616786,23888,99.82031674397224,43,0.17968325602774643,24473,1402,25875,10096,134,9962,1939,195,1744,68135,2351,70486,29850,96.09193922225083,0,0.0,3975,0,43,23888,0,1196,43,25084,NORMAL,No,12273,12854,48.8438731245274,51.156126875472594,2296,1626,768
_00066_20180315130118,1206,24135,25272,99.72771398129512,69,0.27228601870486563,24066,99.71410814170292,69,0.28589185829707897,24491,1467,25958,10236,153,10083,1973,194,1779,68838,2387,71225,29863,96.13378830800927,0,0.0,3905,0,69,24066,0,1206,69,25272,SPIKE,No,12850,12491,50.708338266051065,49.291661733948935,2399,1702,772
_00195_20180315130154,1207,24158,25311,99.78710821998817,54,0.21289178001182735,24104,99.77647156221542,54,0.2235284377845848,24512,1432,25944,10251,133,10118,1952,217,1735,69112,2309,71421,29823,96.005021890291,0,0.0,3879,0,54,24104,0,1207,54,25311,SPIKE,No,12806,12559,50.486891385767784,49.51310861423221,2399,1697,873
_00022_20180315130106,1214,24283,25431,99.7411460171785,66,0.2588539828215084,24217,99.72820491702014,66,0.27179508297986243,24711,1424,26135,10391,174,10217,1967,189,1778,69363,2438,71801,29923,96.32693793458667,0,0.0,3788,0,66,24217,0,1214,66,25431,SPIKE,No,13348,12149,52.35125701062871,47.6487429893713,2399,1781,1031
