Capacity of Flows : ,23988
Size of IBLT : ,31064
Number of BF Hash Functions : ,7,Size of BF : ,229929
Epoch name,noOfMalFlows,totalBenignFlows,all_decodable_count,all_decodable_percent,all_undecodable_count,all_undecodable_percent,benign_decodable_count,benign_decodable_percent,benign_undecodable_count,benign_undecodable_percent,purecell_ben_collision,purecell_mal_collision,purecell_all_collision,completely_colliding_flows,completely_colliding_mal_flows,completely_colliding_ben_flows,non_colliding_flows,non_colliding_mal_flows,non_colliding_ben_flows,collisions_by_benignflows,collisions_by_maliciousflows,collisions_by_allflows,cells_occupied_epochend,cells_occupied_epochend_percent,cells_occupied_decodeend,cells_occupied_decodeend_percent,purecell_count_before_decode,purecell_count_after_decode,no_of_benign_flows_classified_as_old,no_of_benign_flows_classified_as_new,no_of_malicious_flows_classified_as_old,no_of_malicious_flows_classified_as_new,total_flows_classified_as_old,total_flows_classified_as_new,catergory_of_flows,Pollution ?,pre_mit_decodable,pre_mit_undecodable,pre_mit_decodable_percent,pre_mit_undecodable_percent,NumberofSampledFlows,Sampled Flows after nonMitigated SD,Flows used for mitigation
_00202_20180315130156,469,23491,23913,99.80383973288815,47,0.19616026711185308,23444,99.79992337490954,47,0.2000766250904602,24826,407,25233,9166,8,9158,1963,161,1802,65510,514,66024,29628,95.3772856039145,0,0.0,4395,0,47,23444,0,469,47,23913,NORMAL,No,0,0,0.0,0.0,1125,0,0
_00012_20180315130103,479,23966,24398,99.80773164246267,47,0.19226835753732868,23919,99.80388884252692,47,0.19611115747308686,25211,394,25605,9528,4,9524,1956,176,1780,67362,471,67833,29759,95.7989956219418,0,0.0,4154,0,47,23919,0,479,47,24398,NORMAL,No,11841,12604,48.43935365105339,51.56064634894661,1610,1034,253
_00166_20180315130146,316,15822,16132,99.96282067170654,6,0.03717932829346883,15816,99.9620781190747,6,0.037921880925293895,18811,196,19007,3490,0,3490,1893,153,1740,37244,230,37474,27054,87.09116662374453,0,0.0,8047,0,6,15816,0,316,6,16132,DROP,No,0,0,0.0,0.0,0,0,0
_00006_20180315130101,479,23981,24423,99.84873262469338,37,0.15126737530662307,23944,99.84571118802386,37,0.1542888119761478,25094,414,25508,9525,7,9518,1945,168,1777,67429,518,67947,29745,95.75392737574042,0,0.0,4237,0,37,23944,0,479,37,24423,NORMAL,No,11568,12892,47.29354047424366,52.70645952575633,1635,1054,339
_00118_20180315130133,475,23777,24206,99.81032492165595,46,0.1896750783440541,23731,99.80653572780417,46,0.1934642721958195,25026,388,25414,9366,3,9363,1957,175,1782,66708,469,67177,29647,95.43844965233068,0,0.0,4233,0,46,23731,0,475,46,24206,NORMAL,No,11325,12927,46.697179614052445,53.30282038594755,1418,883,196
_00013_20180315130103,488,24426,24864,99.79930962511038,50,0.20069037488962027,24376,99.79530009006797,50,0.20469990993203963,25335,412,25747,9880,6,9874,1946,184,1762,69168,503,69671,29785,95.88269379345866,0,0.0,4038,0,50,24376,0,488,50,24864,SPIKE,No,12285,12629,49.309625110379706,50.690374889620294,2076,1432,529
_00146_20180315130140,480,24025,24459,99.81228320750867,46,0.1877167924913283,23979,99.80853277835587,46,0.1914672216441207,25209,390,25599,9492,3,9489,1909,181,1728,67631,481,68112,29724,95.68632500643832,0,0.0,4125,0,46,23979,0,480,46,24459,SPIKE,No,11513,12992,46.98224852071006,53.01775147928994,1671,1066,278
_00184_20180315130151,471,23563,23989,99.81276524923027,45,0.18723475076974286,23518,99.80902262020965,45,0.1909773797903493,24904,397,25301,9098,4,9094,1939,170,1769,65821,483,66304,29652,95.45454545454545,0,0.0,4351,0,45,23518,0,471,45,23989,NORMAL,No,11065,12969,46.038944828160105,53.96105517183989,1201,648,6
_00129_20180315130136,469,23478,23899,99.79955735582745,48,0.2004426441725477,23430,99.79555328392537,48,0.20444671607462306,24831,374,25205,9096,5,9091,1899,183,1716,65521,443,65964,29632,95.39016224568633,0,0.0,4427,0,48,23430,0,469,48,23899,NORMAL,No,0,0,0.0,0.0,1111,0,0
_00206_20180315130157,476,23810,24229,99.76529687886024,57,0.2347031211397513,23753,99.76060478790424,57,0.23939521209575806,25004,398,25402,9361,11,9350,1972,180,1792,66727,495,67222,29694,95.58975019314963,0,0.0,4292,0,57,23753,0,476,57,24229,NORMAL,No,10871,13415,44.762414559828706,55.23758544017129,1441,896,157
