Capacity of Flows : ,23988
Size of IBLT : ,31064
Number of BF Hash Functions : ,7,Size of BF : ,229929
Epoch name,noOfMalFlows,totalBenignFlows,all_decodable_count,all_decodable_percent,all_undecodable_count,all_undecodable_percent,benign_decodable_count,benign_decodable_percent,benign_undecodable_count,benign_undecodable_percent,purecell_ben_collision,purecell_mal_collision,purecell_all_collision,completely_colliding_flows,completely_colliding_mal_flows,completely_colliding_ben_flows,non_colliding_flows,non_colliding_mal_flows,non_colliding_ben_flows,collisions_by_benignflows,collisions_by_maliciousflows,collisions_by_allflows,cells_occupied_epochend,cells_occupied_epochend_percent,cells_occupied_decodeend,cells_occupied_decodeend_percent,purecell_count_before_decode,purecell_count_after_decode,no_of_benign_flows_classified_as_old,no_of_benign_flows_classified_as_new,no_of_malicious_flows_classified_as_old,no_of_malicious_flows_classified_as_new,total_flows_classified_as_old,total_flows_classified_as_new,catergory_of_flows,Pollution ?,pre_mit_decodable,pre_mit_undecodable,pre_mit_decodable_percent,pre_mit_undecodable_percent,NumberofSampledFlows,Sampled Flows after nonMitigated SD,Flows used for mitigation
_00080_20180315130122,238,23811,24015,99.85862198012391,34,0.1413780198760863,23777,99.85720885305112,34,0.14279114694888917,25304,89,25393,9271,0,9271,2003,161,1842,66307,97,66404,29656,95.46742209631728,0,0.0,4263,0,34,23777,0,238,34,24015,NORMAL,No,11839,12210,49.228658156264295,50.771341843735705,1227,656,15
_00175_20180315130149,236,23692,23893,99.85372785021733,35,0.14627214978268138,23657,99.8522708087118,35,0.14772919128819853,25117,119,25236,9156,1,9155,1978,131,1847,65814,130,65944,29628,95.3772856039145,0,0.0,4392,0,35,23657,0,236,35,23893,NORMAL,No,0,0,0.0,0.0,1105,0,0
_00144_20180315130140,237,23709,23918,99.88307024137643,28,0.1169297586235697,23681,99.8819013876587,28,0.11809861234130499,25242,108,25350,9137,0,9137,1998,152,1846,65913,117,66030,29642,95.4223538501159,0,0.0,4292,0,28,23681,0,237,28,23918,NORMAL,No,11332,12614,47.32314374008185,52.67685625991815,1130,618,26
_00166_20180315130146,158,15822,15976,99.97496871088862,4,0.025031289111389236,15818,99.9747187460498,4,0.025281253950195932,18762,55,18817,3411,0,3411,1915,110,1805,36850,63,36913,26991,86.88835951583826,0,0.0,8174,0,4,15818,0,158,4,15976,DROP,No,0,0,0.0,0.0,0,0,0
_00116_20180315130132,233,23394,23582,99.80953993312735,45,0.1904600668726457,23349,99.80764298538087,45,0.1923570146191331,24964,123,25087,8882,0,8882,1970,132,1838,64562,138,64700,29628,95.3772856039145,0,0.0,4541,0,45,23349,0,233,45,23582,NORMAL,No,0,0,0.0,0.0,794,0,0
_00019_20180315130105,243,24319,24522,99.83714681214884,40,0.1628531878511522,24279,99.83551955261318,40,0.1644804473868169,25547,121,25668,9590,0,9590,1953,140,1813,68174,133,68307,29781,95.86981715168685,0,0.0,4113,0,40,24279,0,243,40,24522,SPIKE,No,11714,12848,47.69155606220992,52.30844393779008,1734,1128,278
_00120_20180315130133,239,23933,24125,99.80556015224226,47,0.1944398477577362,23886,99.80361843479713,47,0.196381565202858,25275,137,25412,9238,0,9238,1980,129,1851,66663,150,66813,29687,95.56721607004893,0,0.0,4275,0,47,23886,0,239,47,24125,NORMAL,No,12089,12083,50.01241105411219,49.98758894588781,1337,734,35
_00139_20180315130138,239,23944,24144,99.83872968614315,39,0.1612703138568416,23905,99.83711994654193,39,0.16288005345806883,25197,134,25331,9280,0,9280,1949,129,1820,66777,149,66926,29650,95.44810713365955,0,0.0,4319,0,39,23905,0,239,39,24144,NORMAL,No,12202,11981,50.456932555927715,49.54306744407228,1356,807,76
_00033_20180315130109,242,24240,24432,99.79576831958174,50,0.20423168041826648,24190,99.79372937293729,50,0.20627062706270624,25307,152,25459,9545,0,9545,1938,120,1818,67802,172,67974,29754,95.78289981972702,0,0.0,4295,0,50,24190,0,242,50,24432,SPIKE,No,11473,13009,46.86300138877543,53.13699861122457,1644,1058,313
_00035_20180315130109,240,24027,24227,99.83516709935303,40,0.16483290064696912,23987,99.83352062263288,40,0.16647937736712864,25174,123,25297,9281,1,9280,1906,134,1772,67043,138,67181,29727,95.6959824877672,0,0.0,4430,0,40,23987,0,240,40,24227,SPIKE,No,11093,13174,45.712284171920714,54.287715828079286,1439,856,51
_00196_20180315130154,240,24068,24269,99.83955899292414,39,0.1604410070758598,24029,99.83795911583846,39,0.1620408841615423,25255,117,25372,9446,0,9446,1950,143,1807,67288,128,67416,29660,95.4802987380891,0,0.0,4288,0,39,24029,0,240,39,24269,SPIKE,No,12238,12070,50.34556524600955,49.65443475399046,1481,923,166
_00113_20180315130131,241,24197,24402,99.85268843604223,36,0.14731156395777067,24161,99.8512212257718,36,0.1487787742282101,25321,141,25462,9526,0,9526,1894,122,1772,67749,153,67902,29706,95.6283801184651,0,0.0,4244,0,36,24161,0,241,36,24402,SPIKE,No,12376,12062,50.64244209837139,49.35755790162861,1614,1031,255
_00009_20180315130102,243,24386,24582,99.80916805392017,47,0.1908319460798246,24339,99.8072664643648,47,0.19273353563520051,25541,120,25661,9706,1,9705,1983,136,1847,68447,137,68584,29744,95.75070821529745,0,0.0,4083,0,47,24339,0,243,47,24582,SPIKE,No,12486,12143,50.696333590482766,49.30366640951724,1794,1207,391
_00129_20180315130136,234,23478,23669,99.818657219973,43,0.18134278002699056,23435,99.81684981684981,43,0.18315018315018314,24970,111,25081,8908,0,8908,1899,138,1761,64961,120,65081,29595,95.27105330929693,0,0.0,4514,0,43,23435,0,234,43,23669,NORMAL,No,0,0,0.0,0.0,881,0,0
_00184_20180315130151,235,23563,23757,99.82771661484159,41,0.17228338515841668,23522,99.82599838730212,41,0.1740016126978738,25039,111,25150,8913,0,8913,1959,143,1816,65279,121,65400,29628,95.3772856039145,0,0.0,4478,0,41,23522,0,235,41,23757,NORMAL,No,0,0,0.0,0.0,969,0,0
_00206_20180315130157,238,23810,23991,99.76297405189621,57,0.23702594810379243,23753,99.76060478790424,57,0.23939521209575806,25176,111,25287,9174,0,9174,1983,147,1836,66189,120,66309,29655,95.46420293587433,0,0.0,4368,0,57,23753,0,238,57,23991,NORMAL,No,11623,12425,48.33250166333999,51.66749833666001,1203,688,62
_00059_20180315130116,237,23782,23988,99.8709355093884,31,0.12906449061159916,23751,99.86964931460768,31,0.1303506853923135,25278,105,25383,9217,0,9217,1958,145,1813,66195,113,66308,29644,95.4287921710018,0,0.0,4261,0,31,23751,0,237,31,23988,NORMAL,No,0,0,0.0,0.0,1200,0,0
_00185_20180315130151,239,23993,24199,99.86381644106966,33,0.13618355893034004,23960,99.86245988413287,33,0.13754011586712792,25328,112,25440,9334,0,9334,1978,148,1830,66941,125,67066,29730,95.70563996909605,0,0.0,4290,0,33,23960,0,239,33,24199,SPIKE,No,11825,12407,48.79910861670518,51.200891383294824,1411,854,104
_00202_20180315130156,234,23491,23680,99.81032665964172,45,0.18967334035827188,23446,99.80843727384956,45,0.1915627261504406,24944,131,25075,8936,2,8934,1974,132,1842,64975,145,65120,29600,95.28714911151171,0,0.0,4525,0,45,23446,0,234,45,23680,NORMAL,No,0,0,0.0,0.0,892,0,0
_00047_20180315130113,239,23910,24107,99.82607975485527,42,0.17392024514472648,23868,99.82434127979924,42,0.17565872020075282,25248,137,25385,9270,1,9269,1902,126,1776,66614,156,66770,29658,95.4738604172032,0,0.0,4273,0,42,23868,0,239,42,24107,NORMAL,No,11336,12813,46.941902356205226,53.058097643794774,1319,790,136
_00134_20180315130137,237,23753,23949,99.82909545644019,41,0.1709045435598166,23712,99.82739022439272,41,0.1726097756072917,25123,139,25262,9162,0,9162,1924,120,1804,65975,152,66127,29669,95.50927118207572,0,0.0,4407,0,41,23712,0,237,41,23949,NORMAL,No,11020,12970,45.93580658607753,54.06419341392247,1161,650,11
_00012_20180315130103,239,23966,24164,99.83061350960544,41,0.1693864903945466,23925,99.82892430943838,41,0.17107569056162897,25345,112,25457,9348,0,9348,1943,142,1801,66809,122,66931,29725,95.68954416688128,0,0.0,4268,0,41,23925,0,239,41,24164,NORMAL,No,11823,12382,48.84527990084693,51.154720099153074,1376,825,68
_00118_20180315130133,237,23777,23969,99.81260931123511,45,0.18739068876488715,23732,99.81074147285192,45,0.18925852714808428,25139,147,25286,9171,0,9171,1937,121,1816,66127,157,66284,29592,95.26139582796806,0,0.0,4306,0,45,23732,0,237,45,23969,NORMAL,No,12262,11752,51.06188056966769,48.93811943033231,1181,701,71
_00114_20180315130131,243,24382,24575,99.79695431472081,50,0.20304568527918782,24332,99.79493068657206,50,0.20506931342793863,25516,137,25653,9600,0,9600,1915,129,1786,68368,148,68516,29784,95.8794746330157,0,0.0,4131,0,50,24332,0,243,50,24575,SPIKE,No,12240,12385,49.70558375634518,50.29441624365483,1787,1207,324
_00006_20180315130101,239,23981,24184,99.85136251032205,36,0.1486374896779521,23945,99.8498811559151,36,0.15011884408490053,25280,109,25389,9328,0,9328,1954,141,1813,66916,121,67037,29699,95.60584599536442,0,0.0,4310,0,36,23945,0,239,36,24184,NORMAL,No,11208,13012,46.27580511973576,53.72419488026424,1396,846,140
_00043_20180315130112,242,24262,24462,99.82859941234085,42,0.1714005876591577,24220,99.8268897864974,42,0.17311021350259664,25400,110,25510,9654,0,9654,1936,145,1791,68020,130,68150,29698,95.60262683492145,0,0.0,4188,0,42,24220,0,242,42,24462,SPIKE,No,11633,12871,47.47388181521384,52.52611818478615,1674,1168,362
_00002_20180315130100,241,24194,24390,99.8158379373849,45,0.1841620626151013,24149,99.81400347193518,45,0.18599652806480946,25358,168,25526,9456,1,9455,1934,115,1819,67624,179,67803,29757,95.79255730105588,0,0.0,4231,0,45,24149,0,241,45,24390,SPIKE,No,12457,11978,50.98015142214037,49.01984857785963,1602,1006,189
_00159_20180315130144,238,23870,24065,99.82163597146176,43,0.17836402853824457,23827,99.81985756179304,43,0.18014243820695433,25270,118,25388,9240,0,9240,1989,136,1853,66426,135,66561,29699,95.60584599536442,0,0.0,4311,0,43,23827,0,238,43,24065,NORMAL,No,11742,12366,48.70582379293181,51.2941762070682,1277,763,84
_00064_20180315130117,237,23735,23923,99.79559486067078,49,0.20440513932921742,23686,99.79355382346745,49,0.20644617653254688,25090,132,25222,9128,1,9127,1922,131,1791,65913,147,66060,29632,95.39016224568633,0,0.0,4410,0,49,23686,0,237,49,23923,NORMAL,No,0,0,0.0,0.0,1135,0,0
