Capacity of Flows : ,23988
Size of IBLT : ,31064
Number of BF Hash Functions : ,7,Size of BF : ,229929
Epoch name,noOfMalFlows,totalBenignFlows,all_decodable_count,all_decodable_percent,all_undecodable_count,all_undecodable_percent,benign_decodable_count,benign_decodable_percent,benign_undecodable_count,benign_undecodable_percent,purecell_ben_collision,purecell_mal_collision,purecell_all_collision,completely_colliding_flows,completely_colliding_mal_flows,completely_colliding_ben_flows,non_colliding_flows,non_colliding_mal_flows,non_colliding_ben_flows,collisions_by_benignflows,collisions_by_maliciousflows,collisions_by_allflows,cells_occupied_epochend,cells_occupied_epochend_percent,cells_occupied_decodeend,cells_occupied_decodeend_percent,purecell_count_before_decode,purecell_count_after_decode,no_of_benign_flows_classified_as_old,no_of_benign_flows_classified_as_new,no_of_malicious_flows_classified_as_old,no_of_malicious_flows_classified_as_new,total_flows_classified_as_old,total_flows_classified_as_new,catergory_of_flows,Pollution ?,pre_mit_decodable,pre_mit_undecodable,pre_mit_decodable_percent,pre_mit_undecodable_percent,NumberofSampledFlows,Sampled Flows after nonMitigated SD,Flows used for mitigation
_00178_20180315130149,949,23730,24630,99.80145062603833,49,0.19854937396166783,23681,99.79351032448378,49,0.20648967551622419,24553,1042,25595,9773,62,9711,1941,194,1747,67243,1552,68795,29725,95.68954416688128,0,0.0,4130,0,49,23681,0,949,49,24630,NORMAL,No,12601,12078,51.059605332468905,48.9403946675311,1842,1254,467
_00174_20180315130148,947,23699,24594,99.78901241580785,52,0.210987584192161,23647,99.7805814591333,52,0.21941854086670326,24540,1085,25625,9671,91,9580,1983,180,1803,66942,1694,68636,29740,95.73783157352563,0,0.0,4115,0,52,23647,0,947,52,24594,NORMAL,No,11832,12814,48.00779031080094,51.99220968919905,1806,1243,376
_00058_20180315130116,962,24053,24967,99.80811513092145,48,0.19188486907855287,24005,99.8004406934686,48,0.19955930653140982,24676,1147,25823,10022,69,9953,1970,179,1791,68385,1708,70093,29775,95.8505021890291,0,0.0,3952,0,48,24005,0,962,48,24967,SPIKE,No,12296,12719,49.15450729562262,50.84549270437737,2179,1522,678
_00153_20180315130142,952,23810,24711,99.79403925369517,51,0.2059607463048219,23759,99.78580428391433,51,0.2141957160856783,24609,1036,25645,9858,66,9792,1970,195,1775,67487,1582,69069,29775,95.8505021890291,0,0.0,4130,0,51,23759,0,952,51,24711,NORMAL,No,12144,12618,49.04288829658348,50.95711170341652,1923,1351,448
_00022_20180315130106,971,24283,25200,99.78617248752673,54,0.21382751247327159,24229,99.77762220483466,54,0.22237779516534203,24828,1174,26002,10192,83,10109,1965,163,1802,69123,1805,70928,29872,96.16276075199588,0,0.0,3870,0,54,24229,0,971,54,25200,SPIKE,No,12828,12426,50.795913518650515,49.20408648134949,2399,1741,878
_00079_20180315130122,958,23961,24875,99.8234279064168,44,0.1765720935832096,23917,99.81636826509745,44,0.18363173490254997,24690,1109,25799,9922,70,9852,1949,190,1759,68044,1614,69658,29842,96.06618593870718,0,0.0,4043,0,44,23917,0,958,44,24875,NORMAL,No,11851,13068,47.558088205786746,52.44191179421325,2087,1494,484
_00204_20180315130157,951,23779,24681,99.80186008896078,49,0.19813991103922363,23730,99.79393582572858,49,0.20606417427141593,24468,1103,25571,9778,77,9701,1926,195,1731,67316,1636,68952,29772,95.84084470770023,0,0.0,4201,0,49,23730,0,951,49,24681,NORMAL,No,12798,11932,51.75090982612212,48.24909017387788,1893,1296,437
_00201_20180315130156,954,23862,24768,99.80657640232108,48,0.19342359767891684,23814,99.79884334925823,48,0.20115665074176514,24546,1079,25625,9856,66,9790,1919,179,1740,67678,1651,69329,29743,95.7474890548545,0,0.0,4118,0,48,23814,0,954,48,24768,NORMAL,No,11966,12850,48.21889103803997,51.78110896196002,1980,1349,549
_00108_20180315130130,950,23772,24677,99.81797589191814,45,0.1820241080818704,23727,99.81070166582533,45,0.18929833417465927,24599,1075,25674,9755,82,9673,1963,184,1779,67258,1688,68946,29762,95.80865310327067,0,0.0,4088,0,45,23727,0,950,45,24677,NORMAL,No,12657,12065,51.197314133160745,48.802685866839255,1889,1271,420
_00001_20180315130100,955,23880,24782,99.78659150392592,53,0.21340849607408896,23827,99.77805695142379,53,0.2219430485762144,24667,1089,25756,9812,73,9739,1943,194,1749,67717,1612,69329,29799,95.92776203966005,0,0.0,4043,0,53,23827,0,955,53,24782,NORMAL,No,12345,12490,49.708073283672235,50.291926716327765,1994,1354,518
