Capacity of Flows : ,23988
Size of IBLT : ,31064
Number of BF Hash Functions : ,7,Size of BF : ,229929
Epoch name,noOfMalFlows,totalBenignFlows,all_decodable_count,all_decodable_percent,all_undecodable_count,all_undecodable_percent,benign_decodable_count,benign_decodable_percent,benign_undecodable_count,benign_undecodable_percent,purecell_ben_collision,purecell_mal_collision,purecell_all_collision,completely_colliding_flows,completely_colliding_mal_flows,completely_colliding_ben_flows,non_colliding_flows,non_colliding_mal_flows,non_colliding_ben_flows,collisions_by_benignflows,collisions_by_maliciousflows,collisions_by_allflows,cells_occupied_epochend,cells_occupied_epochend_percent,cells_occupied_decodeend,cells_occupied_decodeend_percent,purecell_count_before_decode,purecell_count_after_decode,no_of_benign_flows_classified_as_old,no_of_benign_flows_classified_as_new,no_of_malicious_flows_classified_as_old,no_of_malicious_flows_classified_as_new,total_flows_classified_as_old,total_flows_classified_as_new,catergory_of_flows,Pollution ?,pre_mit_decodable,pre_mit_undecodable,pre_mit_decodable_percent,pre_mit_undecodable_percent,NumberofSampledFlows,Sampled Flows after nonMitigated SD,Flows used for mitigation
_00179_20180315130150,117,23542,23633,99.89010524536117,26,0.10989475463882666,23516,99.88955908588905,26,0.11044091411095064,24992,45,25037,8860,0,8860,1922,76,1846,64865,46,64911,29621,95.3547514808138,0,0.0,4584,0,26,23516,0,117,26,23633,NORMAL,No,0,0,0.0,0.0,8860,0,0
_00003_20180315130100,119,23858,23939,99.84151478500229,38,0.15848521499770613,23820,99.84072428535502,38,0.1592757146449828,25242,32,25274,9066,0,9066,1917,92,1825,66055,32,66087,29669,95.50927118207572,0,0.0,4395,0,38,23820,0,119,38,23939,NORMAL,No,0,0,0.0,0.0,9066,0,0
_00036_20180315130110,119,23864,23942,99.82904557394822,41,0.17095442605178668,23823,99.82819309420047,41,0.17180690579953067,25247,30,25277,9092,0,9092,1946,93,1853,66076,31,66107,29661,95.48351789853207,0,0.0,4384,0,41,23823,0,119,41,23942,NORMAL,No,0,0,0.0,0.0,9092,0,0
_00158_20180315130144,118,23698,23783,99.86143768894861,33,0.13856231105139402,23665,99.86074774242553,33,0.13925225757447887,25081,36,25117,9047,0,9047,1981,89,1892,65528,38,65566,29566,95.1776976564512,0,0.0,4449,0,33,23665,0,118,33,23783,NORMAL,No,0,0,0.0,0.0,9047,0,0
_00109_20180315130130,119,23841,23922,99.84140233722871,38,0.15859766277128548,23803,99.84061071263788,38,0.1593892873621073,25139,27,25166,9139,0,9139,1933,92,1841,65998,28,66026,29662,95.48673705897502,0,0.0,4496,0,38,23803,0,119,38,23922,NORMAL,No,0,0,0.0,0.0,9139,0,0
_00164_20180315130145,119,23953,24043,99.87952808241941,29,0.12047191758059156,23924,99.87892957040872,29,0.12107042959128293,25188,33,25221,9282,0,9282,1964,87,1877,66524,37,66561,29611,95.32255987638423,0,0.0,4390,0,29,23924,0,119,29,24043,NORMAL,No,11288,12784,46.89265536723164,53.10734463276836,9282,7086,175
_00145_20180315130140,118,23753,23832,99.83662184240292,39,0.16337815759708432,23714,99.83581021344672,39,0.16418978655327748,25120,25,25145,9029,0,9029,1944,94,1850,65605,26,65631,29697,95.5994076744785,0,0.0,4552,0,39,23714,0,118,39,23832,NORMAL,No,0,0,0.0,0.0,9029,0,0
_00197_20180315130155,118,23665,23740,99.81919858722617,43,0.18080141277383005,23622,99.81829706317346,43,0.1817029368265371,25111,31,25142,8940,0,8940,1921,90,1831,65330,34,65364,29596,95.2742724697399,0,0.0,4454,0,43,23622,0,118,43,23740,NORMAL,No,0,0,0.0,0.0,8940,0,0
_00168_20180315130147,121,24219,24298,99.82744453574364,42,0.1725554642563681,24177,99.82658243527808,42,0.17341756472191255,25437,44,25481,9394,0,9394,1896,84,1812,67404,45,67449,29743,95.7474890548545,0,0.0,4262,0,42,24177,0,121,42,24298,SPIKE,No,11089,13251,45.558751027115854,54.44124897288414,9394,7500,337
_00015_20180315130104,121,24315,24392,99.81993779669341,44,0.1800622033065968,24271,99.81904174377956,44,0.18095825622044007,25379,32,25411,9510,0,9510,1964,95,1869,67810,32,67842,29726,95.69276332732424,0,0.0,4315,0,44,24271,0,121,44,24392,SPIKE,No,12263,12173,50.18415452610901,49.81584547389098,9510,7523,267
