Capacity of Flows : ,23988
Size of IBLT : ,31064
Number of BF Hash Functions : ,7,Size of BF : ,229929
Epoch name,noOfMalFlows,totalBenignFlows,all_decodable_count,all_decodable_percent,all_undecodable_count,all_undecodable_percent,benign_decodable_count,benign_decodable_percent,benign_undecodable_count,benign_undecodable_percent,purecell_ben_collision,purecell_mal_collision,purecell_all_collision,completely_colliding_flows,completely_colliding_mal_flows,completely_colliding_ben_flows,non_colliding_flows,non_colliding_mal_flows,non_colliding_ben_flows,collisions_by_benignflows,collisions_by_maliciousflows,collisions_by_allflows,cells_occupied_epochend,cells_occupied_epochend_percent,cells_occupied_decodeend,cells_occupied_decodeend_percent,purecell_count_before_decode,purecell_count_after_decode,no_of_benign_flows_classified_as_old,no_of_benign_flows_classified_as_new,no_of_malicious_flows_classified_as_old,no_of_malicious_flows_classified_as_new,total_flows_classified_as_old,total_flows_classified_as_new,catergory_of_flows,Pollution ?,pre_mit_decodable,pre_mit_undecodable,pre_mit_decodable_percent,pre_mit_undecodable_percent,NumberofSampledFlows,Sampled Flows after nonMitigated SD,Flows used for mitigation
_00179_20180315130150,164,23542,23680,99.89032312494727,26,0.10967687505272926,23516,99.88955908588905,26,0.11044091411095064,24988,72,25060,8901,0,8901,1921,94,1827,65008,78,65086,29634,95.39660056657225,0,0.0,4574,0,26,23516,0,164,26,23680,NORMAL,No,0,0,0.0,0.0,8901,0,0
_00003_20180315130100,167,23858,23986,99.83766909469303,39,0.16233090530697192,23819,99.83653281918015,39,0.1634671808198508,25243,55,25298,9111,0,9111,1926,119,1807,66198,56,66254,29690,95.5768735513778,0,0.0,4392,0,39,23819,0,167,39,23986,NORMAL,No,11466,12559,47.725286160249745,52.27471383975026,9111,6052,2
_00036_20180315130110,167,23864,23989,99.82522575007282,42,0.17477424992717738,23822,99.8240026818639,42,0.17599731813610459,25266,51,25317,9121,0,9121,1935,123,1812,66241,55,66296,29660,95.4802987380891,0,0.0,4343,0,42,23822,0,167,42,23989,NORMAL,No,0,0,0.0,0.0,9121,0,0
_00158_20180315130144,165,23698,23830,99.8617105979969,33,0.13828940200310105,23665,99.86074774242553,33,0.13925225757447887,25095,65,25160,9076,0,9076,1981,113,1868,65680,67,65747,29573,95.20023177955188,0,0.0,4413,0,33,23665,0,165,33,23830,NORMAL,No,0,0,0.0,0.0,9076,0,0
_00109_20180315130130,166,23841,23967,99.83338193027033,40,0.1666180697296622,23801,99.83222180277673,40,0.16777819722327084,25156,53,25209,9187,0,9187,1924,119,1805,66147,56,66203,29665,95.49639454030388,0,0.0,4456,0,40,23801,0,166,40,23967,NORMAL,No,0,0,0.0,0.0,9187,0,0
_00164_20180315130145,167,23953,24087,99.86318407960198,33,0.13681592039800997,23920,99.86223020080992,33,0.1377697991900806,25168,73,25241,9308,0,9308,1944,98,1846,66651,82,66733,29615,95.33543651815607,0,0.0,4374,0,33,23920,0,167,33,24087,NORMAL,No,11014,13106,45.663349917081256,54.33665008291874,9308,7193,168
_00145_20180315130140,166,23753,23878,99.82858815167857,41,0.17141184832141812,23712,99.82739022439272,41,0.1726097756072917,25104,70,25174,9062,0,9062,1923,109,1814,65734,72,65806,29706,95.6283801184651,0,0.0,4532,0,41,23712,0,166,41,23878,NORMAL,No,0,0,0.0,0.0,9062,0,0
_00197_20180315130155,165,23665,23784,99.80696600923206,46,0.19303399076793956,23619,99.80562011409255,46,0.19437988590745828,25083,61,25144,8959,0,8959,1934,112,1822,65462,64,65526,29610,95.31934071594128,0,0.0,4466,0,46,23619,0,165,46,23784,NORMAL,No,0,0,0.0,0.0,8959,0,0
_00168_20180315130147,169,24219,24346,99.82778415614236,42,0.1722158438576349,24177,99.82658243527808,42,0.17341756472191255,25434,65,25499,9428,0,9428,1884,107,1777,67565,69,67634,29750,95.77002317795518,0,0.0,4251,0,42,24177,0,169,42,24346,SPIKE,No,11537,12851,47.30605215679842,52.69394784320157,9428,7526,309
_00015_20180315130104,170,24315,24442,99.82438227486216,43,0.1756177251378395,24272,99.82315443142093,43,0.17684556857906641,25384,66,25450,9562,0,9562,1972,114,1858,67961,70,68031,29737,95.72817409219677,0,0.0,4287,0,43,24272,0,170,43,24442,SPIKE,No,11591,12894,47.3391872575046,52.66081274249541,9562,7630,346
